"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"United Kingdom (UK)","30.08.2021 05:30 - 30.08.2021 06:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 06:00 - 30.08.2021 06:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 06:30 - 30.08.2021 07:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 07:00 - 30.08.2021 07:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 07:30 - 30.08.2021 08:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 08:00 - 30.08.2021 08:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 08:30 - 30.08.2021 09:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 09:00 - 30.08.2021 09:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 09:30 - 30.08.2021 10:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 10:00 - 30.08.2021 10:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 10:30 - 30.08.2021 11:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 11:00 - 30.08.2021 11:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 11:30 - 30.08.2021 12:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 12:00 - 30.08.2021 12:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 12:30 - 30.08.2021 13:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 13:00 - 30.08.2021 13:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 13:30 - 30.08.2021 14:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 14:00 - 30.08.2021 14:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 14:30 - 30.08.2021 15:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 15:00 - 30.08.2021 15:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 15:30 - 30.08.2021 16:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 16:00 - 30.08.2021 16:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 16:30 - 30.08.2021 17:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 17:00 - 30.08.2021 17:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 17:30 - 30.08.2021 18:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 18:00 - 30.08.2021 18:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 18:30 - 30.08.2021 19:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 19:00 - 30.08.2021 19:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 19:30 - 30.08.2021 20:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 20:00 - 30.08.2021 20:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 20:30 - 30.08.2021 21:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 21:00 - 30.08.2021 21:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 21:30 - 30.08.2021 22:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 22:00 - 30.08.2021 22:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 22:30 - 30.08.2021 23:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 23:00 - 30.08.2021 23:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","30.08.2021 23:30 - 31.08.2021 00:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 00:00 - 31.08.2021 00:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 00:30 - 31.08.2021 01:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 01:00 - 31.08.2021 01:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 01:30 - 31.08.2021 02:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 02:00 - 31.08.2021 02:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 02:30 - 31.08.2021 03:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 03:00 - 31.08.2021 03:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 03:30 - 31.08.2021 04:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 04:00 - 31.08.2021 04:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 04:30 - 31.08.2021 05:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 05:00 - 31.08.2021 05:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 05:30 - 31.08.2021 06:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 06:00 - 31.08.2021 06:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 06:30 - 31.08.2021 07:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 07:00 - 31.08.2021 07:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 07:30 - 31.08.2021 08:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 08:00 - 31.08.2021 08:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 08:30 - 31.08.2021 09:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 09:00 - 31.08.2021 09:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 09:30 - 31.08.2021 10:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 10:00 - 31.08.2021 10:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 10:30 - 31.08.2021 11:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 11:00 - 31.08.2021 11:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 11:30 - 31.08.2021 12:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 12:00 - 31.08.2021 12:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 12:30 - 31.08.2021 13:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 13:00 - 31.08.2021 13:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 13:30 - 31.08.2021 14:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 14:00 - 31.08.2021 14:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 14:30 - 31.08.2021 15:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 15:00 - 31.08.2021 15:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 15:30 - 31.08.2021 16:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 16:00 - 31.08.2021 16:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 16:30 - 31.08.2021 17:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 17:00 - 31.08.2021 17:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 17:30 - 31.08.2021 18:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 18:00 - 31.08.2021 18:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 18:30 - 31.08.2021 19:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 19:00 - 31.08.2021 19:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 19:30 - 31.08.2021 20:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 20:00 - 31.08.2021 20:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 20:30 - 31.08.2021 21:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 21:00 - 31.08.2021 21:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 21:30 - 31.08.2021 22:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 22:00 - 31.08.2021 22:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 22:30 - 31.08.2021 23:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 23:00 - 31.08.2021 23:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","31.08.2021 23:30 - 01.09.2021 00:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 00:00 - 01.09.2021 00:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 00:30 - 01.09.2021 01:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 01:00 - 01.09.2021 01:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 01:30 - 01.09.2021 02:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 02:00 - 01.09.2021 02:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 02:30 - 01.09.2021 03:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 03:00 - 01.09.2021 03:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 03:30 - 01.09.2021 04:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 04:00 - 01.09.2021 04:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 04:30 - 01.09.2021 05:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 05:00 - 01.09.2021 05:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 05:30 - 01.09.2021 06:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 06:00 - 01.09.2021 06:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 06:30 - 01.09.2021 07:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 07:00 - 01.09.2021 07:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 07:30 - 01.09.2021 08:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 08:00 - 01.09.2021 08:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 08:30 - 01.09.2021 09:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 09:00 - 01.09.2021 09:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 09:30 - 01.09.2021 10:00 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
"United Kingdom (UK)","01.09.2021 10:00 - 01.09.2021 10:30 (UTC)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","N/A","N/A","n/e","N/A","n/e","N/A","N/A"
